hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
STELLARAX,Hero,5,5,1,5,1.0
STELLARIS/LEAH PRINC,Villain,2296,821,316,259436,0.00884996685116946
STEM,Hero,187,65,82,5330,0.0350844277673546
"STEPHANAPOULUS, COSM",Hero,45,19,15,285,0.15789473684210525
"STERIXIAN, ALMONNAS",Hero,444,129,90,11610,0.03824289405684755
"STERIXIAN, LOATIA",Hero,444,129,90,11610,0.03824289405684755
STERLING,Hero,1,1,1,1,1.0
"STERLING, SID",Hero,1,1,1,1,1.0
"STERMAN, ANDREA ANDI",Hero,3305,1035,370,382950,0.008630369499934717
STERN,Hero,25,14,7,98,0.25510204081632654
"STERN, ROGER",Hero,442,99,86,8514,0.05191449377495889
"STERNBERG, DR. BERTH",Hero,111,40,37,1480,0.075
"STEVENS, DR. VINCENT",Hero,2,2,1,2,1.0
"STEVENS, MILO",Hero,1155,370,191,70670,0.016343568699589642
"STEWART, MACKINLEY",Hero,185,80,31,2480,0.07459677419354839
"STEWART, MADDIE",Hero,91,41,21,861,0.10569105691056911
"STEWART, MARY",Hero,537,136,90,12240,0.04387254901960784
"STEWART, TINA",Hero,91,41,21,861,0.10569105691056911
STICK,Hero,2231,838,242,202796,0.011001203179549892
"STILES, TATJANA",Hero,2,2,1,2,1.0
STILETTO,Hero,1486,354,240,84960,0.017490583804143128
STILETTO II/,Hero,3,3,1,3,1.0
STILT-MAN/WILBUR DAY,Hero,4749,1626,451,733326,0.006475973850647597
"STILWELL, RON",Hero,1,1,1,1,1.0
STINGER II/,Villain,2,2,1,2,1.0
STINGER III/,Villain,1279,356,183,65148,0.019632222017560017
STINGER IV,Villain,151,22,51,1122,0.13458110516934046
STINGER/,Villain,1,1,1,1,1.0
STINGRAY | MUTANT X-,Hero,90,30,29,870,0.10344827586206896
STINGRAY/DR. WALTER,Hero,7501,2653,549,1456497,0.005150027772113502
STINKY,Hero,4,4,1,4,1.0
STITCH/,Hero,49,20,15,300,0.16333333333333333
"STITHY, THEODORE",Hero,744,248,122,30256,0.02459016393442623
"STOCKBRIDGE, CHARLES",Hero,1330,348,203,70644,0.018826793499801823
"STOCKBRIDGE, DEANNA",Hero,1330,348,203,70644,0.018826793499801823
"STOKER, OLIVIER",Hero,1,1,1,1,1.0
STONE,Hero,743,248,122,30256,0.02455711263881544
STONE II,Hero,1793,674,201,135474,0.013235011884199182
"STONE, CHANTAL",Hero,1617,594,200,118800,0.01361111111111111
"STONE, JOHN",Hero,1,1,1,1,1.0
"STONE, LT. MARCUS",Hero,6143,2265,491,1112115,0.005523709328621591
"STONE, MARGARET",Hero,1217,341,200,68200,0.01784457478005865
"STONE, MEG",Hero,865,169,152,25688,0.033673310495172845
"STONE, NELSON",Hero,3,3,1,3,1.0
"STONE, TIBERIUS",Hero,1214,384,195,74880,0.01621260683760684
STONE-FACE,Hero,1570,578,194,112132,0.01400135554525024
STONECOLD/,Hero,805,228,119,27132,0.029669762641898866
STONECUTTER/UTAMA TO,Hero,1893,683,232,158456,0.011946534053617407
STONEWALL/LOUIS HAMI,Hero,2728,733,344,252152,0.010818871157079857
STORM 2013,Hero,1694,463,242,112046,0.01511879049676026
STORM DOPPELGANGER,Villain,2002,675,323,218025,0.009182433207201008
STORM DOPPELGANGER I,Villain,2462,855,340,290700,0.00846921224630203
"STORM, CHILI",Hero,822,236,158,37288,0.022044625616820426
"STORM, JOHNNY | MUTA",Hero,91,30,29,870,0.10459770114942529
"STORM, SUE | TIMESLI",Hero,1111,397,232,92104,0.012062451142187092
STORM/ORORO MUNROE S,Hero,12599,4964,674,3345736,0.0037656886257612676
STORMER,Hero,1,1,1,1,1.0
STRACU,Hero,3,3,1,3,1.0
"STRANG, COL./LT. GAR",Hero,1337,510,189,96390,0.013870733478576616
STRANGE,Hero,3,3,1,3,1.0
STRANGER,Hero,5640,2142,505,1081710,0.005213966774828743
STRANGLEHOLD,Hero,2,2,1,2,1.0
STRANGLER,Hero,23,11,11,121,0.19008264462809918
STRIDER,Hero,3163,956,411,392916,0.008050066680919076
STRIKER,Hero,2,2,1,2,1.0
"STRIKER, SAM",Hero,477,121,70,8470,0.05631641086186541
"STRINGER, AMY",Hero,1,1,1,1,1.0
STROBE/,Hero,2392,710,334,237140,0.01008686851648815
STRONG GUY DOPPELGAN,Hero,3036,1095,396,433620,0.007001522070015221
STRONG GUY | MUTANT,Hero,88,30,29,870,0.10114942528735632
STRONG GUY/GUIDO CAR,Hero,5531,1962,523,1026126,0.005390176255157749
"STRONG, MARTIN HENRY",Hero,406,138,119,16422,0.0247229326513214
"STRONG, SUSAN",Hero,1814,684,201,137484,0.01319426260510314
STRONGARM II/ARMSTRO,Hero,2,2,1,2,1.0
STRONGARM/,Hero,614,183,132,24156,0.025418115582050007
STRONGHOLD/,Hero,6,2,3,6,1.0
STRONTIUM-90/,Hero,8,5,2,10,0.8
"STROUD, SIMON",Hero,2852,1093,357,390201,0.007309053539073452
"STROUGHTON, WILLIAM",Hero,1,1,1,1,1.0
"STRUCKER, ANDREA",Hero,5688,1989,512,1018368,0.005585407239819005
"STRUCKER, ANDREAS",Hero,5802,2041,520,1061320,0.005466777220819357
"STRUNK, BELLA",Hero,106,69,18,1242,0.0853462157809984
STRYFE,Villain,4159,1394,423,589662,0.007053193185248498
"STRYKER, WILLIS",Villain,762,172,156,26832,0.028398926654740607
"STUART, BRIG. ALYSAN",Hero,2345,668,284,189712,0.012360841696887915
"STUART, DR.",Hero,1404,348,201,69948,0.02007205352547607
"STUART, DR. ALISTAIR",Hero,2278,745,327,243615,0.009350819941300824
STUNNER/ANGELINA BRA,Hero,2979,997,280,279160,0.01067129961312509
STUNT-MASTER/GEORGE,Hero,2246,773,344,265912,0.008446403321399561
"STURDY, PROF. KENNET",Hero,253,67,80,5360,0.047201492537313434
"STYGE, REV.",Hero,79,9,28,252,0.3134920634920635
STYGIAN STARBENDER,Hero,809,283,158,44714,0.01809276736592566
STYGLUT/,Hero,1,1,1,1,1.0
STYRAK,Hero,1,1,1,1,1.0
STYX II,Hero,389,117,89,10413,0.03735714971670028
STYX/JACOB EICHORN,Hero,1793,674,201,135474,0.013235011884199182
"SU, DR. KO BIN",Hero,64,30,22,660,0.09696969696969697
"SUAREZ, RAPHAEL",Hero,874,239,119,28441,0.030730283745297283
SUB-MARINER | MUTANT,Hero,89,30,29,870,0.10229885057471265
SUB-MARINER/NAMOR MA,Hero,12781,5279,686,3621394,0.003529303908936724
"SUEE, FAH LO",Hero,170,77,45,3465,0.049062049062049064
SUGAR MAN,Villain,1747,484,228,110352,0.015831158474699146
SUICIDE/CHRIS DANIEL,Hero,322,112,80,8960,0.0359375
"SUKHAROV, DIMITRI",Hero,1,1,1,1,1.0
"SUKHAROV, VIKTORIA",Hero,1,1,1,1,1.0
"SUMMERS, DEBORAH",Hero,304,84,84,7056,0.04308390022675737
"SUMMERS, MADELYNE MA",Hero,5648,1938,485,939930,0.006008958113902099
"SUMMERS, NATHAN CHRI",Hero,8815,3237,619,2003703,0.004399354594967418
"SUMMERS, PHILIP",Hero,304,84,84,7056,0.04308390022675737
"SUMMERS, SCOTT III |",Hero,105,33,29,957,0.109717868338558
SUMO,Hero,381,134,86,11524,0.033061437001041305
"SUN, LIN",Hero,2073,778,235,182830,0.011338401794016299
SUN-TAO,Hero,3,3,1,3,1.0
SUNDANCE,Hero,2,2,1,2,1.0
SUNDER,Villain,2760,769,328,252232,0.010942307082368614
SUNDOWN/DR. DAVE LOW,Hero,1664,612,209,127908,0.01300935047065078
SUNDRAGON/PAMELA DOU,Hero,1162,434,248,107632,0.010796045785639958
SUNFIRE/SHIRO YASHID,Hero,88,30,29,870,0.10114942528735632
SUNFIRE/SHIRO YOSHID,Hero,7803,2787,592,1649904,0.004729366072207837
SUNSET,Hero,1,1,1,1,1.0
SUNSET GRACE,Hero,1,1,1,1,1.0
SUNSHINE/AUTUMN MACR,Hero,86,34,45,1530,0.05620915032679739
SUNSPOT/ROBERTO DACO,Hero,9020,3346,619,2071174,0.004355017975312552
SUNSPYRE/LEYU YOSHID,Hero,1279,298,197,58706,0.021786529485912854
SUNSTROKE/,Villain,1395,366,213,77958,0.017894250750404062
SUNTURION II/MIKE ST,Villain,1,1,1,1,1.0
SUNTURION/ARTHUR DEA,Villain,3417,1209,315,380835,0.008972389617550909
SUPER SABRE/MARTIN F,Hero,2806,771,362,279102,0.010053672134201833
SUPER SKRULL/KL'RT,Hero,4176,1490,400,596000,0.007006711409395973
SUPER-ADAPTOID/ALESS,Villain,4103,1410,416,586560,0.006995021822149482
SUPER-ANDROID F-4,Hero,1315,454,242,109868,0.011968908144318637
SUPER-NOVA,Hero,155,49,32,1568,0.09885204081632654
SUPER-PATRIOT,Villain,228,91,54,4914,0.0463980463980464
SUPERCHARGER/,Hero,1397,366,214,78324,0.01783616771359992
"SUPERIA/WENTWORTH, D",Hero,3075,894,385,344190,0.008934019001133095
SUPREME COMMANDER,Hero,11,6,5,30,0.36666666666666664
SUPREME INTELLIGENCE,Hero,6623,2247,534,1199898,0.005519635835712702
SUPREME ONE,Hero,523,100,108,10800,0.04842592592592593
SUPREMOR,Hero,233,87,53,4611,0.05053133810453264
SURESHOT,Hero,732,202,99,19998,0.03660366036603661
SURGE,Hero,97,40,49,1960,0.049489795918367344
SURGEON GENERAL/ANGE,Hero,2,2,1,2,1.0
SURTUR,Hero,1495,487,166,80842,0.01849286262091487
"SUTTON, JOHN",Hero,1,1,1,1,1.0
"SUVOROV, ADMIRAL GRI",Hero,957,236,159,37524,0.025503677646306365
SUWAN,Hero,117,69,29,2001,0.05847076461769116
SUZIE,Hero,352,75,78,5850,0.06017094017094017
SVAROG,Hero,3027,1103,340,375020,0.008071569516292464
SVYATOGOR/SASHA POKR,Hero,2,2,1,2,1.0
"SWANN, DR. EVAN",Hero,4951,1883,435,819105,0.006044402121828093
SWARM/FRITZ VON MEYE,Hero,998,392,215,84280,0.011841480778357855
SWEEPZWEAK,Hero,115,30,47,1410,0.08156028368794327
SWIFT/,Hero,1,1,1,1,1.0
SWITCH/DEVON ALOMAR,Hero,82,17,19,323,0.25386996904024767
"SWITZLER, BEVERLY",Hero,2466,926,306,283356,0.008702833185109896
SWORDSMAN II/COTATI,Hero,2072,776,315,244440,0.00847651775486827
SWORDSMAN III/PHILIP,Hero,2535,759,347,263373,0.009625132416762537
SWORDSMAN IV/,Hero,1,1,1,1,1.0
SWORDSMAN/JACQUES DU,Hero,5605,2098,500,1049000,0.005343183984747379
SYBIL,Hero,1,1,1,1,1.0
SYBYL DORN,Hero,1728,596,255,151980,0.011369917094354521
SYLPH,Hero,1,1,1,1,1.0
SYNAPSE/,Hero,745,248,122,30256,0.024623215230037018
SYNARIO/ANGELA BRADF,Hero,1569,577,194,111938,0.014016687809323018
SYNCH/EVERETT THOMAS,Hero,5132,1645,469,771505,0.006651933558434488
SYNRAITH,Hero,2,2,1,2,1.0
SYPHONN,Hero,130,55,37,2035,0.06388206388206388
SYRRH,Hero,321,111,80,8880,0.03614864864864865
"SZARDOS, MARGALI",Hero,3231,1021,393,401253,0.008052276244663592
"SZARDOS, STEFAN",Hero,1,1,1,1,1.0
SZARKUS,Hero,1,1,1,1,1.0
T,Hero,275,90,61,5490,0.05009107468123861
T'CHAKA,Hero,1374,439,230,100970,0.013608002376943647
T'KYLL ALABAR,Hero,984,384,214,82176,0.01197429906542056
T-RAY/WADE WILSON,Villain,590,194,137,26578,0.02219881104673038
"TABESHAW, HARRY",Hero,906,243,174,42282,0.02142755782602526
TABOO,Hero,153,84,29,2436,0.06280788177339902
TABULA RASA,Hero,266,66,48,3168,0.08396464646464646
TABUR,Villain,295,82,80,6560,0.04496951219512195
TAE,Hero,444,129,90,11610,0.03824289405684755
TAGAK,Hero,2368,632,325,205400,0.011528724440116845
TAGAR,Hero,994,372,153,56916,0.01746433340361234
TAI,Hero,393,138,96,13248,0.029664855072463768
TAI II,Hero,1820,481,282,135642,0.013417672992141078
TAIFU/TOSHIO SASAKI,Hero,988,389,214,83246,0.011868438123153064
"TAKACHIHO, HIRO",Hero,1334,348,203,70644,0.018883415435139574
"TAKACHIHO, MRS.",Hero,78,32,34,1088,0.07169117647058823
"TAKAHAMA, JANE",Hero,1732,407,239,97273,0.01780555755451153
"TAKAHAMA, ROBERT",Hero,1732,407,239,97273,0.01780555755451153
"TAKAHASHI, REI",Hero,168,41,45,1845,0.0910569105691057
TAKAR,Hero,1,1,1,1,1.0
"TAKIMOTO, RON",Hero,210,93,50,4650,0.04516129032258064
TAKU,Hero,835,247,156,38532,0.02167030001038098
"TAL, GENERAL",Hero,85,29,27,783,0.10855683269476372
"TALBOT, GLENN",Villain,3855,1409,388,546692,0.007051502491347962
"TALBOT, MAJ. MATT",Hero,1380,504,242,121968,0.011314443132624951
TALISMAN,Hero,2148,714,306,218484,0.00983138353380568
TALISMAN II/ELIZABET,Hero,2837,1021,398,406358,0.006981528602857579
TALISMAN III/NAHITA,Hero,1,1,1,1,1.0
TALO,Hero,6,5,2,10,0.6
TALOS,Villain,2,2,1,2,1.0
TANA NILE,Villain,2020,718,262,188116,0.01073805524250994
"TANAKA, GEORGE",Hero,1,1,1,1,1.0
"TANAKA, KENJIRO",Hero,2904,1004,373,374492,0.007754504769127244
"TANAKA, OPAL",Hero,1161,360,137,49320,0.02354014598540146
"TANAKA, RITA",Hero,1,1,1,1,1.0
TANGERINE 2013,Hero,2,1,2,2,1.0
"TANNEN, PAUL",Hero,122,47,34,1598,0.07634543178973717
"TANNEN, VINCENT",Hero,123,47,34,1598,0.0769712140175219
"TANNER, ARCHIE",Hero,853,165,150,24750,0.03446464646464646
"TANNER, JACKO",Hero,879,228,173,39444,0.022284758138119865
TANTE MATTIE,Hero,1185,343,199,68257,0.01736085676194383
TANTRUM/,Hero,1,1,1,1,1.0
TAR,Hero,877,224,173,38752,0.022631090008257637
TARAKIS,Hero,1217,341,225,76725,0.015861844248941024
TARANTULA II/CAPT. L,Villain,2731,993,291,288963,0.009451036983973727
TARANTULA/ANTON MIGU,Villain,2698,974,248,241552,0.011169437636616547
TARBABY,Villain,1535,411,205,84255,0.01821850335291674
TAREE,Hero,1,1,1,1,1.0
TAREVA,Hero,1144,373,201,74973,0.01525882651087725
TARGET,Hero,3,3,1,3,1.0
TARGON,Hero,835,252,110,27720,0.030122655122655124
TARNOK-KOL,Hero,713,189,92,17388,0.041005291005291
TAROOK,Hero,509,157,94,14758,0.034489768261282014
TAROT/MARIE-ANGE COL,Villain,1432,410,223,91430,0.015662255277261294
"TARR, BLACK JACK",Hero,1119,401,200,80200,0.013952618453865336
TARTARUS,Hero,1612,428,238,101864,0.015825021597424015
TASHA,Hero,80,17,19,323,0.2476780185758514
TASKMASTER,Villain,4707,1576,431,679256,0.006929640665669497
TATSU'O,Hero,1099,327,175,57225,0.019204892966360857
TATTERDEMALION/,Villain,232,50,78,3900,0.059487179487179485
"TAUREY, SIR WILLIAM",Hero,2,2,1,2,1.0
"TAUREY, WILLIAM MALC",Hero,642,113,116,13108,0.04897772352761672
TAURUS II/,Villain,15,5,7,35,0.42857142857142855
TAURUS/CORNELIUS VAN,Villain,252,86,58,4988,0.05052125100240577
"TAYLOR, JACK",Hero,36,17,13,221,0.16289592760180996
"TAYLOR, JENNA",Hero,1395,488,186,90768,0.015368852459016393
"TAYLOR, LEILA",Hero,3321,1129,332,374828,0.00886006381593691
TECH-NOIR/,Hero,614,183,132,24156,0.025418115582050007
TECHNARX,Hero,874,273,171,46683,0.018722018722018723
TECHNOCRAT/RANDY,Hero,2,2,1,2,1.0
TECHNOSPIKE,Hero,1167,468,233,109044,0.010702101903818642
TEFRAL,Hero,2547,883,321,283443,0.008985933679787471
TEI,Hero,1,1,1,1,1.0
TELLIS,Hero,1058,416,226,94016,0.011253403675970048
TEMPEST II/NICOLETTE,Hero,1893,683,232,158456,0.011946534053617407
TEMPEST/GRANNZ,Hero,3321,1064,376,400064,0.008301171812509998
TEMPLAR/IAN FITZWILL,Hero,57,38,13,494,0.11538461538461539
"TEMPLE, CLAIRE",Hero,1637,507,284,143988,0.011369002972469929
TEMPO,Villain,1850,570,253,144210,0.012828513972678732
TEMPUS,Villain,928,252,133,33516,0.02768826828977205
TEN FOR,Hero,1450,463,262,121306,0.01195324221390533
TEN-THIRTIFOR,Hero,46,17,21,357,0.12885154061624648
TENDRIL/RIVER VERYS,Hero,1581,586,194,113684,0.01390697019809296
TENEBRAE,Hero,586,162,96,15552,0.03768004115226337
TENELLE,Hero,1,1,1,1,1.0
"TENG, NIKKI",Hero,254,98,59,5782,0.04392943618125216
"TENKO, CARTER",Hero,985,384,214,82176,0.011986468068535825
"TENNYSON, JACOB",Hero,227,58,65,3770,0.06021220159151194
TENPIN/ALVIN HEALEY,Villain,237,49,69,3381,0.07009760425909495
TEQUILA/,Hero,4,4,1,4,1.0
TERMINATOR,Hero,587,154,102,15708,0.03736949325184619
TERMINATOR II/PRINCE,Hero,10,5,2,10,1.0
TERMINUS,Villain,191,70,81,5670,0.03368606701940035
TERRAFORMER/SAM,Hero,165,36,52,1872,0.08814102564102565
TERRAX,Villain,1343,510,255,130050,0.010326797385620916
TERRAX II/TYROS,Villain,5117,1975,473,934175,0.005477560414269275
TERRAXIA,Hero,2631,1022,331,338282,0.007777534719553509
"TERREL, DEBORAH",Hero,492,202,93,18786,0.026189715745768127
TERRIGENE,Hero,1,1,1,1,1.0
TERROR II,Hero,1221,434,180,78120,0.015629800307219662
TERROR/LASLO PEVELY,Hero,24,9,6,54,0.4444444444444444
TESS-ONE,Villain,2989,1064,322,342608,0.008724256292906178
TESSA,Hero,4828,1587,453,718911,0.006715713071576315
TETHERBLOOD/,Hero,1,1,1,1,1.0
TETHRA,Hero,2,2,1,2,1.0
TEUTONIC KNIGHT/FRAN,Hero,2,2,1,2,1.0
TEXAS TWISTER/DREW D,Hero,5092,1786,468,835848,0.006092016730314603
TEZCATLIPOCA,Hero,3027,1103,340,375020,0.008071569516292464
THAIS,Hero,876,224,173,38752,0.022605284888521884
THAKOS,Hero,474,166,136,22576,0.02099574769666903
THALLIUM,Hero,1458,311,200,62200,0.023440514469453375
"THAMES, SERIPHA",Hero,50,33,11,363,0.13774104683195593
"THAN, VELENA",Hero,6,5,2,10,0.6
THANADEMOS,Hero,1,1,1,1,1.0
THANE ECTOR,Hero,1728,596,255,151980,0.011369917094354521
THANOS,Villain,6499,2477,552,1367304,0.004753149263075366
THANOS DOPPELGANGER,Villain,3631,1335,435,580725,0.006252529166128546
THENA,Hero,4763,1598,477,762246,0.006248638890856757
THERA,Hero,736,204,99,20196,0.036442859972271736
THERAK,Hero,1620,389,250,97250,0.01665809768637532
THERMAL MAN,Hero,220,105,29,3045,0.0722495894909688
THERMITE/,Hero,112,46,31,1426,0.0785413744740533
THERMO II/,Hero,58,20,19,380,0.15263157894736842
THERMO/DR. WALTER MI,Hero,1878,648,238,154224,0.012177093059446
THERNON,Hero,713,189,92,17388,0.041005291005291
THIN MAN/BRUCE DICKS,Hero,638,191,112,21392,0.02982423335826477
THING DOPPELGANGER,Villain,3034,1095,395,432525,0.0070146234321715505
THING DOPPELGANGER I,Villain,3517,1275,422,538050,0.006536567233528482
THING/BENJAMIN J. GR,Hero,14340,6097,712,4341064,0.0033033376149257418
THINGEE,Hero,1,1,1,1,1.0
THINKER,Hero,5462,2116,479,1013564,0.005388904894017546
THOG,Villain,661,266,121,32186,0.02053687938855403
"THOMAS, BECKY",Hero,603,234,132,30888,0.019522144522144524
"THOMAS, COMMANDER DA",Hero,2976,1034,363,375342,0.007928768962706011
"THOMAS, DR. JOHN",Hero,1396,385,198,76230,0.01831300013118195
"THOMAS, DR. STAN",Hero,2,2,1,2,1.0
"THOMAS, IDA",Hero,2,2,1,2,1.0
"THOMAS, JEANIE",Hero,233,67,78,5226,0.04458476846536548
"THOMAS, KIM HO TWAE",Hero,1,1,1,1,1.0
"THOMAS, ROY",Hero,3508,1140,383,436620,0.0080344464293894
"THOMPSON, EUGENE FLA",Hero,8320,3047,576,1755072,0.004740546256791744
"THOMPSON, HARRISON",Hero,1809,658,219,144102,0.012553607861098388
"THOMPSON, JESSICA JE",Hero,1773,648,213,138024,0.012845592070944184
"THOMPSON, ROSIE",Hero,1809,658,219,144102,0.012553607861098388
THOR II/ROGER RED NO,Hero,1064,386,149,57514,0.018499843516361233
THOR III DOPPELGANGE,Hero,3104,1137,400,454800,0.006824978012313104
THOR IV/DARGO,Hero,219,87,69,6003,0.03648175912043978
THOR REPLICOID,Hero,577,149,89,13261,0.043511047432320336
THOR | EARTH 253,Hero,2,2,1,2,1.0
THOR | MUTANT X-VERS,Hero,88,30,29,870,0.10114942528735632
THOR/DR. DONALD BLAK,Hero,14386,5972,711,4246092,0.0033880565941576397
THORNN,Villain,1176,393,192,75456,0.015585241730279899
THORNN II/LUCIA CALL,Villain,1025,272,186,50592,0.0202601201771031
"THORPE, GAVIN",Hero,1948,733,215,157595,0.012360798248675402
"THORPE, GORDON",Hero,1,1,1,1,1.0
"THORPE, LUKE",Hero,3,3,1,3,1.0
"THORSON, DR. WALTER",Hero,1617,593,200,118600,0.013634064080944351
THOUSAND,Villain,1570,579,193,111747,0.014049594172550493
THRAXON,Hero,714,189,92,17388,0.04106280193236715
THREADGOLD,Hero,60,19,19,361,0.16620498614958448
THREE-FACE,Hero,1,1,1,1,1.0
THREETREES,Hero,316,155,57,8835,0.0357668364459536
THRENODY,Hero,1688,452,250,113000,0.014938053097345133
THUG,Hero,1358,385,214,82390,0.016482582837723025
"THULE, GEN.",Villain,417,160,89,14240,0.02928370786516854
THUMBELLINA,Hero,1826,549,234,128466,0.014213877601855744
THUMPER,Hero,63,23,20,460,0.13695652173913042
THUNDERBALL/DR. ELIO,Villain,7998,2922,579,1691838,0.00472740297829934
THUNDERBIRD II/JAMES,Hero,6600,2270,547,1241690,0.005315336356095322
THUNDERBIRD III/NEAL,Hero,2947,890,353,314170,0.009380271827354616
THUNDERBIRD/JOHN PRO,Hero,799,205,155,31775,0.025145554681353266
THUNDERBOLT II/LUIS,Hero,254,66,81,5346,0.04751215862326973
THUNDERBOLT/BILLY CA,Hero,26,14,6,84,0.30952380952380953
THUNDERFIST/,Hero,2,2,1,2,1.0
THUNDERHEAD/,Hero,153,68,30,2040,0.075
THUNDERSTRIKE/ERIC K,Hero,8800,3399,602,2046198,0.004300659076003397
THUNDERSWORD,Villain,1086,293,191,55963,0.01940567875203259
THUNDRA,Hero,3259,839,338,283582,0.011492266787031616
"THURM, ETHAN",Hero,190,67,61,4087,0.04648886713971128
TIAMAT,Hero,177,68,48,3264,0.05422794117647059
TICKTOCK,Hero,376,111,105,11655,0.03226083226083226
"TIERS, MICHELLE",Hero,637,202,112,22624,0.028155940594059407
TIGER SHARK/TODD ARL,Villain,6699,2394,535,1280790,0.005230365633710444
TIGER WYLDE,Hero,870,270,171,46170,0.018843404808317088
TIGRA/GREER NELSON,Hero,10234,3961,645,2554845,0.004005722460658083
TIKUAK,Hero,874,172,158,27176,0.0321607300559317
"TILBY, TRISH/PATRICI",Hero,7334,2628,562,1476936,0.004965685716916643
TILDA,Hero,887,313,131,41003,0.021632563470965538
TILLIE THE HUN/MATIL,Villain,15,3,5,15,1.0
"TILTON, ROLAND R.",Hero,394,71,71,5041,0.07815909541757587
TIMBERIUS,Villain,2013,772,273,210756,0.009551329499516028
TIMBERIUS II,Villain,378,63,89,5607,0.06741573033707865
TIMEBOMB/LOUIS JOUBE,Hero,998,265,181,47965,0.020806838319608046
TIMESHADOW,Hero,1151,307,168,51576,0.022316581355669305
TIMESLIP/RINA PATEL,Hero,1004,401,216,86616,0.011591391890643761
TIMESLOT,Hero,115,30,47,1410,0.08156028368794327
TIMMONS,Hero,10,7,2,14,0.7142857142857143
TINAC,Hero,1,1,1,1,1.0
"TINKER, SHEA",Hero,1661,613,195,119535,0.013895511774793994
TINKERER,Villain,4868,1624,403,654472,0.007438056937500764
TITAN,Hero,2653,750,300,225000,0.011791111111111112
"TITAN, TRISH",Hero,1,1,1,1,1.0
TITANIA II/MARY SKEE,Villain,8732,3253,573,1863969,0.004684627265796802
TITANIA/,Villain,2381,683,308,210364,0.011318476545416517
TITANIUM MAN III/BOR,Villain,869,270,170,45900,0.018932461873638343
TITANIUM MAN/BORIS B,Villain,2337,880,319,280720,0.008325021373610715
TITHE COLLECTOR,Hero,16,7,7,49,0.32653061224489793
TIWAZ,Hero,576,216,106,22896,0.025157232704402517
TOAD/MORTIMER TOYNBE,Villain,7372,2556,575,1469700,0.005015989657753283
TOBIAS,Hero,1115,398,232,92336,0.012075463524519147
"TODD, FISHER",Hero,1258,472,244,115168,0.0109231731036399
"TOFIELD, FRANCESCA",Hero,36,16,9,144,0.25
TOI/REXEL TOIVEN,Hero,733,196,94,18424,0.039785062961354756
TOKEN,Hero,11,8,2,16,0.6875
TOKKOTS,Hero,1767,657,208,136656,0.012930277485072006
TOL-NOK,Hero,713,189,92,17388,0.041005291005291
TOLLIVER,Hero,1571,449,254,114046,0.013775143363204321
"TOLLIVER, EMMA",Hero,81,35,24,840,0.09642857142857143
"TOLLIVER, MELBA",Hero,113,31,36,1116,0.10125448028673835
"TOLLIVER, REV. JACKS",Hero,2128,781,233,181973,0.011694042522791843
"TOLLIVER, SHERIFF JO",Hero,83,36,24,864,0.09606481481481481
TOLOC,Hero,2,2,1,2,1.0
TOM THUMB/THOMAS THO,Hero,478,199,111,22089,0.02163973018244375
TOMAZOOMA,Hero,104,46,26,1196,0.08695652173913043
TOMAZOOMA II,Hero,870,270,171,46170,0.018843404808317088
TOMBSTONE/LONNIE THO,Villain,4389,1722,417,718074,0.006112183423992513
TOMMY LIGHTNING/,Hero,2,2,1,2,1.0
TOMORROW HAWK/CEYOTE,Hero,296,84,62,5208,0.05683563748079877
TONGAH,Hero,2264,715,279,199485,0.011349224252450059
TOOTHGNASHER,Hero,213,83,54,4482,0.04752342704149933
TOOTHGRINDER,Hero,213,83,54,4482,0.04752342704149933
TOPAZ,Villain,630,298,108,32184,0.019574944071588368
TOPSPIN/DARREN MITCH,Hero,1904,478,246,117588,0.016192128448481138
TORES,Hero,299,121,73,8833,0.033850333974866975
TORG,Hero,1393,512,254,130048,0.010711429625984252
TORGO,Hero,819,254,143,36322,0.022548317823908374
"TORK, LT.",Hero,1748,644,210,135240,0.01292517006802721
"TORK, SGT.",Hero,3393,1184,337,399008,0.008503588900473173
TORO II/BENITO SERRA,Hero,1621,409,250,102250,0.015853300733496334
TORO/TOM RAYMOND,Hero,1610,569,246,139974,0.011502136110992042
TORPEDO,Hero,3,2,2,4,0.75
TORPEDO II/MICHAEL S,Hero,1,1,1,1,1.0
TORPEDO III/BROCK JO,Hero,6696,2285,536,1224760,0.005467193572618309
TORQUE II,Hero,1251,321,191,61311,0.020404168909331114
TOSHI,Hero,2,2,1,2,1.0
TOTEM,Hero,434,153,95,14535,0.029858961128310973
TOUGH LOVE/,Hero,225,38,83,3154,0.07133798351299937
TOWER,Villain,2857,813,334,271542,0.010521392639076092
"TOWER, BLAKE",Hero,4926,1874,441,826434,0.005960548573751806
"TOWNSEND, CHRIS",Hero,1576,581,195,113295,0.013910587404563309
TOY,Hero,2892,1078,263,283514,0.010200554469973264
TRACER,Hero,1757,641,216,138456,0.012689952042526145
TRACKER,Hero,65,23,20,460,0.14130434782608695
TRADER,Hero,1488,506,235,118910,0.012513665797662098
"TRAINER, DR. SEWARD",Hero,3384,1191,309,368019,0.009195177422904795
TRANTRA,Hero,807,282,158,44556,0.018112038782655535
