hero,h_type,rel_ct,node_type,node_ct,p_rel_ct,density
BEETLE/ABNER RONALD,Villain,166178,na,5796,16793910,0.009895135
BEETLE II/LEILA DAVI,Villain,131287,na,3536,6249880,0.021006323
BEETLE ROBOT,Hero,115762,na,2634,3467661,0.033383309
BEHEMOTH,Hero,95614,na,1957,1913946,0.049956477
BELASCO,Villain,130391,na,3452,5956426,0.021890812
BELDAME,Hero,103341,na,2324,2699326,0.038284001
"BEL-DANN, GEN.",Hero,133199,na,3479,6049981,0.022016433
"BELGRADE, DR. HORATI",Hero,84949,na,2050,2100225,0.040447571
BELIAL,Hero,6455,na,273,37128,0.173858005
BELLADONNA,Hero,81601,na,1859,1727011,0.047249844
BELLAM,Hero,113957,na,2639,3480841,0.032738353
BELLE,Hero,56770,na,1121,627760,0.090432649
"BELL, HERBERT",Hero,87425,na,1790,1601155,0.05460121
BENAZA,Hero,19271,na,369,67896,0.283831154
BENCHLEY,Hero,40517,na,888,393828,0.102879937
"BENDIX, DR. ALBERT",Hero,80233,na,1808,1633528,0.049116391
BENEDICT,Hero,127392,na,3222,5189031,0.024550248
"BENEDICT, ANDREW",Hero,43589,na,942,443211,0.098348191
BENGAL/,Hero,107358,na,2556,3265290,0.03287855
"BENJAMIN, BYRON",Hero,93847,na,1996,1991010,0.047135374
"BENNETT, DANNY",Hero,94837,na,2076,2153850,0.044031386
"BENNETT, MITCH",Hero,94837,na,2076,2153850,0.044031386
"BENNING, VERONICA",Hero,121626,na,2956,4367490,0.027848032
"BENNY, JAKE",Hero,9333,na,237,27966,0.333726668
"BENTLEY, MILES",Hero,32436,na,864,372816,0.087002704
"BENTLEY, VICTORIA",Hero,120967,na,2956,4367490,0.027697144
"BENTON, TERRY",Hero,39341,na,868,376278,0.104553017
"BENWAY, DR.",Hero,105214,na,2241,2509920,0.041919264
"BERDITCHEV, ITZHAK",Hero,112918,na,2617,3423036,0.032987675
BEREET,Hero,161183,na,5418,14674653,0.010983769
"BERENGHETTI, MICHAEL",Hero,96850,na,2181,2377290,0.040739666
"BERENGHETTI, SUSAN",Hero,75058,na,1573,1236378,0.060707971
"BERGER, PROF.",Hero,92797,na,1937,1875016,0.049491311
"BERGIER, REBECCA",Hero,106613,na,2540,3224530,0.033063113
"BERGLUND, GEN.",Hero,85113,na,2032,2063496,0.041246991
"BERKELEY, TRAVIS",Hero,110515,na,2643,3491403,0.031653464
"BERMAN, ADAM",Hero,37426,na,864,372816,0.100387322
BERNARD THE POET,Hero,153476,na,4737,11217216,0.013682183
"BERNHARD, CLARICE",Hero,89765,na,2031,2061465,0.043544276
BERNIE,Hero,136337,na,3669,6728946,0.020261271
"BERNSTEIN, DR. NOAH",Hero,100776,na,2260,2552670,0.039478664
"BERNSTEIN, EMMA WEBS",Hero,38352,na,764,291466,0.131583101
BERSERKER,Villain,122699,na,2920,4261740,0.028790823
BERSERKER II,Villain,0,na,1,0,
BERSERKER III,Villain,100027,na,2213,2447578,0.040867748
BERTRAM,Hero,84935,na,1767,1560261,0.054436405
BERYLLIUM,Hero,114714,na,2908,4226778,0.027139821
BERYL,Hero,95249,na,2029,2057406,0.046295675
BETA RAY BILL,Hero,161480,na,5353,14324628,0.011272893
BETA RAY BILL | MUTA,Hero,41081,na,785,307720,0.133501235
"BETELHEIM, NORMA",Hero,44216,na,748,279378,0.158265862
BETTY-6,Hero,8480,na,242,29161,0.290799355
BEVATRON/,Hero,73235,na,1567,1226961,0.059688124
"BEYNON, DR. BRADLEY",Hero,120190,na,2873,4125628,0.029132534
BEYONDER,Villain,165732,na,5746,16505385,0.010041087
BEYONDER | MUTANT X-,Villain,41081,na,785,307720,0.133501235
B'GON,Hero,9071,na,258,33153,0.273610231
BIANDU,Hero,4307,na,178,15753,0.27340824
BI-BEAST,Villain,61337,na,1168,681528,0.089999237
BI-BEAST II,Villain,127636,na,3372,5683506,0.022457265
BIG BEN/,Hero,89495,na,2080,2162160,0.041391479
BIG BERTHA/ASHLEY CR,Hero,132228,na,3505,6140760,0.02153284
BIG CASINO/,Hero,107835,na,2472,3054156,0.035307627
"BIGGERS, MELVIN",Hero,98666,na,1974,1947351,0.050666778
BIG MAN/FREDERICK FO,Villain,140911,na,4154,8625781,0.016336028
BIG ONE/KENJIRO SASA,Hero,112739,na,2660,3536470,0.031878964
BILE/,Hero,144929,na,4057,8227596,0.017614987
"BILLUPS, AGENT",Hero,116863,na,2699,3640951,0.032096834
BINARY/CAROL DANVERS,Hero,169815,na,6112,18675216,0.009093068
BINARY | MUTANT X-VE,Hero,41081,na,785,307720,0.133501235
BIOHAZARD,Villain,48076,na,1032,531996,0.090369101
BIOHAZARD II/FLETCHE,Villain,71658,na,1455,1057785,0.067743445
BIRDBRAIN,Hero,66231,na,1424,1013176,0.065369689
BIRD MAN/HENRY HAWK,Hero,149533,na,4418,9757153,0.015325475
BIRD MAN III/,Hero,125202,na,3028,4582878,0.027319514
"BIRD, TUESDAY",Hero,74847,na,1438,1033203,0.072441718
BIRDY,Hero,99543,na,2220,2463090,0.04041387
BISHOP /,Hero,167003,na,5802,16828701,0.009923701
BISON/BILLY KITSON,Hero,134214,na,3400,5778300,0.023227247
BITMAP/,Hero,126519,na,3207,5140821,0.02461066
BIZEN,Hero,8983,na,298,44253,0.202991888
"B'KOSA, GEN. JONATHA",Hero,23875,na,450,101025,0.236327642
BLACK AVENGER/JERRY,Hero,94204,na,1932,1865346,0.050502159
BLACKBALL,Hero,146322,na,4086,8345655,0.017532716
BLACKBIRD/,Hero,111244,na,2408,2898028,0.038386103
BLACKBODY,Hero,60955,na,1140,649230,0.093888144
BLACK BOLT/BLACKANTO,Villain,168813,na,6025,18147300,0.009302376
BLACK BOLT | MUTANT,Villain,41081,na,785,307720,0.133501235
BLACK BRIGADE,Villain,126363,na,3161,4994380,0.025301038
"BLACK, CAL",Hero,45084,na,881,387640,0.116303787
BLACK CAT/FELICIA HA,Villain,166591,na,5811,16880955,0.009868577
BLACK CRANE/,Hero,91212,na,1934,1869211,0.048797059
BLACK CROW/JESSE BLA,Hero,148807,na,4522,10221981,0.01455755
"BLACK, CYRUS",Hero,82405,na,1795,1610115,0.051179574
BLACK DEATH/DR. IVAN,Villain,95066,na,1946,1892485,0.050233423
BLACK FOX II/,Hero,132010,na,3520,6193440,0.021314488
BLACK FOX/ROBERT W.,Hero,130240,na,3426,5867025,0.022198644
BLACK GOLIATH/DR. WI,Hero,163640,na,5510,15177295,0.010781895
BLACKHEART,Villain,143067,na,4124,8501626,0.016828193
BLACK HOLE/MORTON KI,Villain,64365,na,1117,623286,0.1032672
BLACKJACK/,Villain,67147,na,1385,958420,0.070060099
BLACK KING/SEBASTIAN,Hero,164891,na,5610,15733245,0.010480419
BLACK KNIGHT III/EOB,Hero,140562,na,4000,7998000,0.017574644
BLACK KNIGHT II/SIR,Hero,134948,na,3652,6666726,0.02024202
BLACK KNIGHT IV DOPP,Hero,158091,na,4990,12447555,0.012700566
BLACK KNIGHT IV/PROF,Hero,159271,na,5215,13595505,0.011714975
BLACK KNIGHT/SIR PER,Hero,140358,na,4085,8341570,0.016826329
BLACK KNIGHT V/DANE,Hero,170253,na,6190,19154955,0.008888196
BLACK KNIGHT V DOPPE,Hero,161642,na,5338,14244453,0.011347715
BLACK KNIGHT VI/PROF,Hero,36138,na,668,222778,0.1622153
BLACK KNIGHT V STATU,Hero,143920,na,4157,8638246,0.01666079
BLACK LAMA,Hero,110037,na,2489,3096316,0.035538039
BLACK MAMBA/TANYA SE,Villain,154853,na,4717,11122686,0.013922267
BLACK MARIAH,Villain,46355,na,901,405450,0.114329757
BLACK MARVEL/DAN LYO,Hero,94249,na,1934,1869211,0.050421809
BLACK MORAY,Hero,56426,na,1065,566580,0.099590526
BLACK MOUNTAIN/KUROY,Hero,73692,na,1432,1024596,0.071922982
BLACKOUT II/,Villain,120461,na,3125,4881250,0.02467831
BLACKOUT/MARCUS DANI,Villain,146636,na,4244,9003646,0.016286291
BLACK PANTHER | MUTA,Hero,41081,na,785,307720,0.133501235
BLACK PANTHER/T'CHAL,Hero,170230,na,6224,19365976,0.008790159
BLACK RAAZER/,Hero,32656,na,578,166753,0.195834558
BLACK RACER/,Hero,148951,na,4334,9389611,0.015863383
"BLACK, RACHEL",Hero,52048,na,1025,524800,0.099176829
BLACK RAZER,Hero,22273,na,461,106030,0.21006319
"BLACKSHEAR, JONAS",Hero,54492,na,1032,531996,0.102429342
BLACK SPECTRE/CARSON,Hero,23875,na,450,101025,0.236327642
BLACK TALON/DESMOND,Villain,8000,na,180,16110,0.496585971
BLACK TALON III,Villain,850,na,73,2628,0.323439878
BLACK TALON II/SAMUE,Villain,134864,na,3519,6189921,0.021787677
BLACK TARANTULA II/C,Hero,91839,na,2164,2340366,0.039241298
BLACK TARANTULA/LAMU,Hero,80204,na,1825,1664400,0.048187936
BLACK TOM CASSIDY,Villain,146618,na,4336,9398280,0.015600514
BLACKWELL,Hero,14125,na,488,118828,0.11886929
BLACK WIDOW DOPPELGA,Villain,158091,na,4990,12447555,0.012700566
BLACK WIDOW II/YELEN,Hero,90908,na,2087,2176741,0.041763352
BLACK WIDOW | MUTANT,Hero,41081,na,785,307720,0.133501235
BLACK WIDOW/NATASHA,Villain,170700,na,6260,19590670,0.008713331
BLACKWING II/,Hero,93605,na,1954,1908081,0.049057142
BLACKWING/JOSEPH MAN,Hero,146867,na,4175,8713225,0.016855642
"BLACKWOOD, JENNY",Hero,47036,na,758,286903,0.163943911
BLACKWULF,Hero,59700,na,1240,768180,0.07771616
BLADE/,Hero,104679,na,2757,3799146,0.027553298
"BLAIR, CALEY",Hero,18005,na,556,154290,0.116695833
"BLAIRE, CARTER",Hero,155455,na,4868,11846278,0.013122687
"BLAKE, BECKY",Hero,148112,na,4472,9997156,0.014815414
"BLAKE, DR. DONALD (C",Hero,98721,na,1985,1969120,0.050134578
"BLAKE, DR. DONALD",Hero,79112,na,1539,1183491,0.066846305
"BLAKE, EMILY",Hero,23422,na,682,232221,0.100860818
"BLAKE, KENT",Hero,81270,na,1861,1730730,0.046957064
"BLANDING, ANDREW",Hero,43483,na,855,365085,0.11910377
"BLANDING, HALEY",Hero,43483,na,855,365085,0.11910377
"BLANDING, MRS.",Hero,43483,na,855,365085,0.11910377
BLAQUESMITH,Hero,154818,na,4713,11103828,0.013942759
BLARE/,Hero,0,na,1,0,
BLASTAAR,Villain,155824,na,4861,11812230,0.013191751
BLASTING CAP/,Villain,33264,na,627,196251,0.169497225
"BLAZE, CRAIG",Hero,60886,na,1265,799480,0.076157002
"BLAZE, EMMA",Hero,60886,na,1265,799480,0.076157002
"BLAZE, ROXANNE SIMPS",Hero,137219,na,3739,6988191,0.01963584
BLAZING SKULL/MARK T,Hero,125045,na,3138,4921953,0.025405566
"BLESSING, MORGANA",Hero,125648,na,3309,5473086,0.022957432
BLIND AL/ALTHEA,Hero,122268,na,3016,4546620,0.026892065
BLINDSIDE II/BOBBI C,Hero,86765,na,1853,1715878,0.050565949
"BLINK/FERGUSON, CLAR",Hero,38538,na,878,385003,0.100097921
"BLISS, BONNIE",Hero,7759,na,281,39340,0.197229283
"BLISS, MISS",Hero,112169,na,2606,3394315,0.033046137
BLISS,Hero,85329,na,1699,1442451,0.059155562
BLITZIANA,Hero,118424,na,2824,3986076,0.029709418
BLITZKRIEG/,Villain,165034,na,5704,16264956,0.0101466
BLIZZARD II/DONALD G,Villain,129450,na,3241,5250420,0.02465517
BLIZZARD/PROF. GREGO,Villain,137173,na,3934,7736211,0.01773129
BLOB/FRED J. DUKES,Villain,168738,na,5994,17961021,0.009394678
BLOCKADE/DEXTER PARI,Hero,80492,na,1735,1504245,0.0535099
BLOCKBUSTER/,Villain,112222,na,2577,3319176,0.033810199
BLOCKBUSTER II,Villain,93812,na,1920,1842240,0.05092279
BLOCKBUSTER III/MICH,Villain,128067,na,3222,5189031,0.02468033
BLOKE/MICKEY TORK,Hero,73758,na,1424,1013176,0.072798803
BLOK,Hero,79846,na,1616,1304920,0.061188425
BLOODAXE/JACKIE LUKU,Villain,147099,na,4336,9398280,0.015651694
BLOOD BROTHERS,Villain,159060,na,5200,13517400,0.011767056
BLOODHOUND/,Hero,47695,na,879,385881,0.123600281
BLOODLUST,Villain,136473,na,3565,6352830,0.021482237
BLOODSCREAM,Hero,131385,na,3562,6342141,0.02071619
BLOODSHED/WYNDELL DI,Hero,78570,na,1769,1563796,0.050243126
BLOOD SPIDER/,Hero,85509,na,1940,1880830,0.045463439
BLOODSTONE/ULYSSES B,Hero,127364,na,3186,5073705,0.02510276
BLOODSTORM | MUTANT,Hero,82528,na,1716,1471470,0.056085411
BLOODSTRIKE/ERIC CON,Hero,108488,na,2523,3181503,0.034099606
BLOOD-TIDE,Hero,2726,na,148,10878,0.250597536
"BLOODVESSEL, BUSTA",Hero,3719,na,210,21945,0.169469127
BLOODWING [SHI'AR],Hero,49226,na,921,423660,0.11619223
BLOOD WRAITH/SEAN DO,Hero,130069,na,3300,5443350,0.023895028
BLOODWRAITH/SEAN DOL,Hero,114928,na,2661,3539130,0.032473518
BLOODY BESS,Hero,102658,na,2296,2634660,0.03896442
BLOODY MARY,Hero,81074,na,1816,1648020,0.049194791
"BLOTT, BRIGADIER INK",Hero,59262,na,1128,635628,0.093233778
BLOWTORCH/,Hero,78309,na,1755,1539135,0.050878578
BLUDGEON/,Hero,107253,na,2483,3081403,0.034806548
BLUE BULLET/PROF. JO,Villain,101782,na,2196,2410110,0.042231267
BLUE DIAMOND/PROFESS,Hero,123366,na,3060,4680270,0.026358736
BLUE SHIELD/JOSEPH J,Hero,154390,na,4830,11662035,0.013238684
BLUE STREAK/,Hero,135503,na,3525,6211050,0.02181644
BLUNT,Hero,111051,na,2523,3181503,0.0349052
BLUR,Hero,59263,na,1048,548628,0.108020371
BLURRY,Hero,44528,na,1010,509545,0.087387768
BOAK,Hero,102941,na,2257,2545896,0.040434095
BOBCAT/,Hero,67237,na,1316,865270,0.077706381
BODYBAG,Hero,148956,na,4423,9779253,0.015231838
"BOERKE, MAYOR",Hero,116983,na,2601,3381300,0.034597048
BOGATYR/MIKULA GOLUB,Hero,123097,na,2935,4305645,0.028589677
"BOGGS, MORDECAI P.",Hero,121153,na,2934,4302711,0.028157364
BOLERO/,Hero,87209,na,1776,1576200,0.055328638
"BOLT, COUNCILMAN AND",Hero,118721,na,2857,4079796,0.029099739
BOLT II/CHRIS BRADLE,Hero,161260,na,5365,14388930,0.011207227
BOLT/LAWRENCE EVANS,Hero,60476,na,1358,921403,0.06563469
BOMBADIER/,Hero,13400,na,431,92665,0.144606917
BOMBLAST/,Hero,106362,na,2198,2414503,0.044051302
BOMBSHELL/,Villain,133648,na,3490,6088305,0.021951594
BOND,Hero,76774,na,1477,1090026,0.070433182
BONEBREAKER/,Villain,113623,na,2811,3949455,0.028769286
BONES/ELIZABETH BLIS,Hero,88592,na,2030,2059435,0.043017624
BONITA,Hero,77090,na,1525,1162050,0.066339658
BOOBYTRAP/,Hero,138265,na,3615,6532305,0.021166342
BOOKWORM/NELSON GRUB,Hero,3770,na,139,9591,0.393076843
BOOMERANG/FRED MYERS,Villain,160878,na,5291,13994695,0.011495642
BOOMER/TABITHA SMITH,Hero,166793,na,5747,16511131,0.010101852
BOOMSLANG/,Villain,151351,na,4455,9921285,0.015255181
BOONE,Hero,86563,na,1998,1995003,0.04338991
BORAKU,Hero,37336,na,777,301476,0.123844021
BORA,Hero,149957,na,4378,9581253,0.015651084
BORROB,Hero,35775,na,688,236328,0.151378592
"BORROUGHS, CHARLES C",Hero,85433,na,1908,1819278,0.046959838
"BOSCO, ELAINE",Hero,100443,na,2046,2092035,0.048012103
BOSHLOVOR,Hero,109432,na,2460,3024570,0.036181011
"BOUDREAUX, BELLA DON",Villain,118513,na,2937,4311516,0.027487547
"BOUDREAUX, MARIUS",Hero,30596,na,643,206403,0.14823428
BOULDER/,Hero,82527,na,1782,1586871,0.052006118
BOUNCER,Hero,85329,na,1699,1442451,0.059155562
BOUNTY II,Hero,148884,na,4354,9476481,0.015710895
BOUNTY,Hero,117014,na,2774,3846151,0.030423663
BOVA,Hero,153363,na,4600,10577700,0.01449871
"BOWDEN, DENNIS",Hero,31586,na,596,177310,0.178139981
"BOWEN, FATHER MICHAE",Hero,155105,na,4816,11594520,0.01337744
"BOWMAN, MAJ.",Hero,131634,na,3569,6367096,0.020674103
BOX II/JERRY JAXXON,Hero,71488,na,1378,948753,0.075349432
BOX IV/MADISON JEFFR,Hero,156464,na,4850,11758825,0.013306091
BOX/ROGER BOCHS,Hero,158496,na,5129,13150756,0.012052235
"BOYD, TWO-FISTED TOM",Hero,92176,na,1937,1875016,0.049160114
"BRADDOCK, ELIZABETH",Hero,25715,na,470,110215,0.233316699
"BRADDOCK, JAMES",Villain,72474,na,1258,790653,0.091663473
"BRADDOCK, JAMES JR.",Villain,118286,na,2763,3815703,0.030999792
"BRADDOCK, JOHN",Hero,27565,na,705,248160,0.111077531
"BRADLEY, CARRIE",Hero,45670,na,1118,624403,0.073141865
"BRADLEY, HANK",Hero,116354,na,2735,3738745,0.031121138
"BRADLEY, JESSICA",Hero,16241,na,527,138601,0.117178087
BRAHAMS,Hero,25767,na,480,114960,0.224138831
BRAHMANES,Hero,44181,na,872,379756,0.116340492
BRAIN CELL/,Hero,87732,na,1772,1569106,0.055912093
BRAINCHILD,Villain,153163,na,4619,10665271,0.01436091
BRAIN DRAIN/WERNER S,Hero,146027,na,4122,8493381,0.017193035
BRAINSTORM/,Hero,80851,na,1836,1684530,0.047996177
BRAINY,Hero,44528,na,1010,509545,0.087387768
"BRAITHWAITE, JUDGE R",Hero,88597,na,1971,1941435,0.045634801
BRAMER,Hero,83263,na,1956,1911990,0.043547822
"BRANDEIS, CAMMY",Hero,79243,na,1559,1214461,0.065249522
"BRANDEIS, LIZ PARRIS",Hero,77982,na,1515,1146855,0.06799639
"BRANDEIS, PROF. HENR",Hero,77982,na,1515,1146855,0.06799639
"BRANDT, ELLEN",Villain,110181,na,2799,3915801,0.028137538
"BRANNEX, ALLESSANDRO",Hero,103238,na,2196,2410110,0.042835389
BRANNEX,Hero,96852,na,2039,2077741,0.046614087
BRANSON,Hero,104212,na,2295,2632365,0.039588735
BRASS BISHOP/,Villain,49633,na,915,418155,0.118695221
BRASS/SEAN WATANABE,Hero,78348,na,1572,1234806,0.063449643
BRAWLER,Hero,83177,na,1563,1220703,0.068138605
"BRAWN, HUNTER",Hero,38171,na,837,349866,0.10910177
"BRAWN, TRISTAN",Hero,86465,na,1738,1509453,0.05728234
BREAKER/RAAK,Hero,34067,na,708,250278,0.136116638
BREEGAN,Hero,36347,na,670,224115,0.162180131
BRES,Hero,128102,na,3271,5348085,0.023952873
"BREWER, AMY",Villain,77445,na,1501,1125750,0.068794137
"BREWER, DR. MELINDA",Hero,52394,na,1141,650370,0.080560296
"BRICKFORD, CLAY",Hero,99993,na,2269,2573046,0.038861723
"BRICKMAN, GLORIA",Hero,131810,na,3390,5744355,0.022946005
"BRICKMAN, SEN. MILES",Hero,141693,na,3968,7870528,0.018002985
"BRIDGE, GEORGE WASHI",Hero,161587,na,5404,14598906,0.011068432
"BRIGGS, AGENT STEPHA",Hero,71365,na,1586,1256905,0.056778356
"BRIGGS, AGENT",Hero,39246,na,861,370230,0.106004376
BRIGHTSWORD/CARTER D,Hero,119651,na,2835,4017195,0.029784713
BRIGHTWIND,Hero,149893,na,4454,9916831,0.01511501
"BRINKE, NIOMI",Hero,64843,na,1370,937765,0.069146321
BRIQUETTE/,Hero,86699,na,1673,1398628,0.061988606
BROADSIDE,Hero,103341,na,2324,2699326,0.038284001
"BROGIN, BULL",Hero,110680,na,2491,3101295,0.035688317
BROKEN MAN,Hero,8591,na,259,33411,0.257130885
BROKER,Hero,93405,na,1943,1886653,0.049508309
BROMINE,Hero,38374,na,762,289941,0.132351065
"BROMWELL, DR.",Hero,137841,na,3906,7626465,0.018074036
BRONA,Hero,100119,na,2064,2129016,0.04702595
"BROOKS, ANNA",Hero,109565,na,2612,3409966,0.032130819
BROOP,Hero,89940,na,1908,1819278,0.049437194
BROTHER AXE,Hero,229,na,36,630,0.363492063
BROTHER CAESAR,Hero,36605,na,841,353220,0.103632297
BROTHER ROYAL,Hero,136130,na,3531,6232215,0.021842956
BROTHERS GRIMM II/BA,Villain,138907,na,4078,8313003,0.016709605
BROTHERS GRIMM,Villain,53387,na,1130,637885,0.083693769
BROTHER STEPHEN,Hero,8732,na,197,19306,0.452294623
BROTHER TODE,Villain,101338,na,2238,2503203,0.040483333
BROTHER VIRGIL,Hero,36605,na,841,353220,0.103632297
BROTHER VOODOO/DANIE,Hero,163345,na,5571,15515235,0.010528039
BROTHER VOODOO | MUT,Hero,41081,na,785,307720,0.133501235
BROTHER WONDERFUL/DR,Hero,98816,na,2061,2122830,0.046549182
"BROWN, ABE",Hero,117245,na,3083,4750903,0.024678466
"BROWN, FRANK",Hero,114393,na,2784,3873936,0.029528882
"BROWN, LAURA",Hero,155076,na,4854,11778231,0.013166324
"BROWN, MINDY MCPHERS",Hero,134822,na,3694,6820971,0.019765808
BROWSER,Hero,67685,na,1364,929566,0.07281355
"BRUKNER, DR. FRANK",Hero,60757,na,1262,795691,0.076357531
"BRUKNER, ILANEY",Hero,48079,na,949,449826,0.106883551
BRUNNHILDE/MCM-XLI (,Hero,107768,na,2426,2941525,0.036636779
BRUNO,Hero,57183,na,1078,580503,0.098505951
BRUTACUS,Hero,139430,na,3899,7599151,0.018348102
BRUTE II/,Villain,49080,na,1099,603351,0.081345684
BRUTE | MUTANT X-VER,Villain,82528,na,1716,1471470,0.056085411
BRUTE/REED RICHARDS,Villain,103045,na,2212,2445366,0.042138886
BRUTO THE STRONGMAN/,Villain,151764,na,4602,10586901,0.014335073
BRUTUS,Hero,129659,na,3392,5751136,0.022544937
BRUTUS II,Hero,116869,na,2766,3823995,0.030562017
BRUTUS KLOR,Hero,62577,na,1221,744810,0.0840174
"BRYCE, ARCHER",Hero,86658,na,2018,2035153,0.042580582
"BUCHANAN, SAM",Hero,105446,na,2329,2710956,0.038896242
"BUCHETTO, SALVATORE",Hero,78739,na,1776,1576200,0.049954955
"BUCHOVITZ, STANLEY &",Hero,93230,na,1848,1706628,0.054628191
"BUCKMAN, EDWARD",Hero,27565,na,705,248160,0.111077531
"BUCKNER, GRANT",Hero,86407,na,1994,1987021,0.0434857
BUCKY/BUCKY BARNES,Hero,142312,na,4114,8460441,0.016820873
BUCKY II/FRED DAVIS,Hero,111192,na,2541,3227070,0.034456024
BUCKY VI/,Hero,122310,na,3036,4607130,0.026547981
BUCKY VII/RIKKI BARN,Hero,148255,na,4500,10122750,0.014645724
BUEL,Hero,92507,na,2237,2500966,0.036988508
BUG,Hero,89564,na,1935,1871145,0.047865879
"BUKOWSKI, BUCK",Hero,107634,na,2576,3316600,0.032453115
BULLDOZER/HENRY CAMP,Hero,160635,na,5379,14464131,0.011105748
BULLET BIKER,Hero,67237,na,1316,865270,0.077706381
BULLET,Villain,116944,na,2976,4426800,0.026417277
BULL,Hero,104400,na,2269,2573046,0.040574479
BULLSEYE II/BENJAMIN,Villain,145249,na,4190,8775955,0.016550791
BULLSEYE | MUTANT X-,Villain,41081,na,785,307720,0.133501235
BULLSEYE,Villain,47066,na,1043,543403,0.086613434
BULWARK/,Hero,44474,na,970,469965,0.094632579
BUMPKIN,Hero,69026,na,1422,1010331,0.068320184
"BUMPO, MR.",Hero,14125,na,488,118828,0.11886929
"BUNYAN, PAUL",Hero,123844,na,3094,4784871,0.025882411
"BURGOS, CARL",Hero,88672,na,1834,1680861,0.052753916
BURKE,Hero,87242,na,1849,1708476,0.051064223
"BURKE, GWYNETH",Hero,67333,na,1375,944625,0.071280138
"BURKE, JACK",Hero,67333,na,1375,944625,0.071280138
"BURKE, JOB",Hero,67333,na,1375,944625,0.071280138
"BURKE, RICKY",Hero,39341,na,868,376278,0.104553017
"BURKE, THERESA TRACY",Hero,109880,na,2567,3293461,0.033363079
"BURLEY, MIKE",Hero,114359,na,2612,3409966,0.033536698
"BURLINGAME, CALVIN",Hero,106874,na,2374,2816751,0.037942296
BURNING PUDDLE,Hero,90986,na,1900,1804050,0.050434301
"BURR, CLAYTON",Hero,57046,na,1193,711028,0.080230314
"BURRTHROP, T. BARTON",Hero,114094,na,2774,3846151,0.029664462
BURST/,Hero,66676,na,1175,689725,0.096670412
"BUSH, GEORGE",Hero,150548,na,4548,10339878,0.01455994
"BUSHKIN, BARNEY",Hero,121855,na,3161,4994380,0.024398424
"BUSHMAN, RAOUL",Hero,86520,na,2062,2124891,0.040717383
BUSHMASTER II/QUINCY,Villain,149530,na,4339,9411291,0.015888362
BUSHMASTER/JOHN MCIV,Villain,121353,na,3092,4778686,0.025394638
BUSHWACKER/CARL,Villain,143209,na,4002,8006001,0.017887707
"BUSIEK, KURT",Hero,111882,na,2538,3219453,0.034751866
BUTCH,Hero,154858,na,4905,12027060,0.012875798
BUTTERFLY,Hero,95152,na,2003,2005003,0.047457286
BUTTONS,Hero,80977,na,1694,1433971,0.056470459
BUX,Hero,101074,na,2364,2793066,0.036187473
BUZZARD,Hero,29739,na,698,243253,0.12225543
BUZZ,Hero,112584,na,2793,3899028,0.028874889
"BYRD, NATHANIEL ALEX",Hero,66989,na,1537,1180416,0.056750332
"BYRD, SEN. HARRINGTO",Hero,125967,na,3159,4988061,0.025253701
BYREL,Hero,8870,na,278,38503,0.230371659
"BYRNE, JOHN",Hero,128549,na,3266,5331745,0.024110118
"BYRNES, GAYLE WATSON",Hero,119272,na,3060,4680270,0.025484
"BYRNES, TIM",Hero,114393,na,2784,3873936,0.029528882
BYRRAH [ATLANTEAN],Hero,127913,na,3176,5041900,0.025369999
BYRRAH | HEROES REBO,Hero,36347,na,670,224115,0.162180131
"CABE, BETHANY",Hero,142828,na,3982,7926171,0.018019798
CABER,Hero,97064,na,1912,1826916,0.053129974
CACHE,Villain,114987,na,2660,3536470,0.032514626
"CACHES, FABIAN",Hero,78407,na,1758,1544403,0.050768485
"CACHES, PROF. MARINA",Hero,84557,na,1927,1855701,0.045566069
CACTUS,Hero,98968,na,2221,2465310,0.040144241
CADAVER,Hero,19381,na,454,102831,0.188474293
CADMIUM,Hero,114714,na,2908,4226778,0.027139821
CADUCEUS,Hero,108807,na,2559,3272961,0.033244209
CAESAR,Hero,36605,na,841,353220,0.103632297
"CAESAR, JONATHAN",Hero,122104,na,3087,4763241,0.025634647
"CAESAR, JULIUS",Hero,64116,na,1303,848253,0.07558594
"CAGE, LUKE/CARL LUCA",Hero,170519,na,6217,19322436,0.008824922
