hero,h_type,rel_ct,Comic,Hero,p_rel_ct,density
"RIDGE, CHRISTINA DEV",Hero,10,1,10,10,1
"RIDGEWAY, DAWN",Hero,22,2,12,24,0.916666667
"RIESER, ROB",Hero,10,1,10,10,1
"RIFKIN, BIFF",Hero,65,9,28,252,0.257936508
"RIFKIN, MARJORIE",Hero,11,1,11,11,1
RIGER,Hero,174,10,46,460,0.37826087
RIGHT,Hero,99,5,33,165,0.6
RIGHT-WINGER/JEROME,Hero,65,8,35,280,0.232142857
"RIGOLETTO, DON DANTE",Hero,52,4,31,124,0.419354839
"RILEY, JACK",Hero,20,3,11,33,0.606060606
"RILEY, KIM",Hero,12,2,7,14,0.857142857
"RILEY, MARIEL",Hero,12,2,7,14,0.857142857
RINGER II,Villain,14,2,13,26,0.538461538
RINGER/ANTHONY TONY,Villain,54,3,51,153,0.352941176
RINGLEADER,Villain,49,4,18,72,0.680555556
RINGLET,Hero,41,3,27,81,0.50617284
RINGMASTER/MAYNARD T,Villain,427,34,195,6630,0.064404223
RINGO KID,Hero,38,3,22,66,0.575757576
RINGTOSS,Hero,245,11,69,759,0.322793149
RINTRAH,Hero,569,60,147,8820,0.064512472
RINTRAH DOPPELGANGER,Villain,11,1,11,11,1
"RIORDAN, JIMMY",Hero,14,1,14,14,1
RIOT II/,Villain,33,2,20,40,0.825
RIOT-ACT/,Hero,26,1,26,26,1
RIOT/HEIDI SLATKIN,Villain,32,5,10,50,0.64
RIP,Hero,5,1,5,5,1
RIPPER/DR. JACQUELIN,Hero,2,1,2,2,1
RIPSTER,Hero,6,1,6,6,1
RIPTIDE,Villain,126,6,69,414,0.304347826
RISQUE/GLORIA,Hero,76,5,38,190,0.4
"RITTER, DEBORAH",Hero,151,8,74,592,0.255067568
"RITTER, DONALD",Hero,151,8,74,592,0.255067568
"RIVERA, DR. JASON",Hero,50,2,45,90,0.555555556
"RIVERA, MS.",Hero,5,1,5,5,1
"RIVERS, JERRY",Hero,17,1,17,17,1
"ROBERTS, CHESS",Hero,27,1,27,27,1
"ROBERTS, TED",Hero,78,8,31,248,0.314516129
"ROBERTSON, AMANDA",Hero,283,17,75,1275,0.221960784
"ROBERTSON, JOE",Hero,4145,380,669,254220,0.016304775
"ROBERTSON, MARTHA",Hero,539,34,149,5066,0.106395578
"ROBERTSON, PROF. BOB",Hero,18,4,7,28,0.642857143
"ROBERTSON, RANDY",Hero,749,66,163,10758,0.069622606
"ROBESON, PROFESSOR K",Hero,41,3,22,66,0.621212121
"ROBINSON, LUCY",Hero,72,5,24,120,0.6
ROC/,Hero,38,4,11,44,0.863636364
ROCK PYTHON,Villain,267,15,87,1305,0.204597701
ROCK/SAMUEL JOHN ROC,Villain,314,28,77,2156,0.145640074
ROCKET RACCOON,Hero,69,9,32,288,0.239583333
ROCKET RACER II/,Hero,5,1,5,5,1
ROCKET RACER/ROBERT,Hero,191,19,98,1862,0.102577873
ROCKETLAUNCHER/,Hero,55,2,47,94,0.585106383
ROCKWALL,Hero,8,1,8,8,1
"RODGERS, MARIANNE",Hero,250,30,79,2370,0.105485232
RODOR,Hero,5,1,5,5,1
"RODRIGUEZ, DEBRA",Hero,21,2,13,26,0.807692308
"RODRIGUEZ, DET. PHIL",Hero,30,3,15,45,0.666666667
"ROEBERG, SEN.",Hero,14,1,14,14,1
"ROGERS, CAPT. STEVEN",Hero,17,3,10,30,0.566666667
"ROGERS, GAYLE",Hero,180,12,70,840,0.214285714
"ROGERS, W.T.",Hero,9,1,9,9,1
ROGUE /,Hero,6426,320,844,270080,0.02379295
ROGUE DOPPELGANGER,Villain,92,2,64,128,0.71875
ROGUE | MUTANT X-VER,Hero,126,5,70,350,0.36
ROK,Hero,15,1,15,15,1
"ROLLINS, MRS.",Hero,17,1,17,17,1
ROM CLONE,Hero,26,4,15,60,0.433333333
"ROM, SPACEKNIGHT",Hero,762,87,242,21054,0.036192647
ROMA,Hero,363,24,146,3504,0.10359589
"ROMAN, DR. NILES",Hero,37,5,11,55,0.672727273
"ROMANO, TONY",Hero,3,1,3,3,1
"ROMANOV, MICKEY",Hero,7,1,7,7,1
"ROMITA, JOHN",Hero,11,1,11,11,1
"ROMMEL, EDWIN ROMULU",Hero,94,8,43,344,0.273255814
"RON, DAN",Hero,13,1,13,13,1
"RON, TALLA",Hero,46,3,29,87,0.528735632
RONAN THE ACCUSER [K,Villain,468,32,176,5632,0.083096591
"ROOSEVELT, FRANKLIN",Hero,24,3,11,33,0.727272727
ROOTAR,Hero,135,6,51,306,0.441176471
"RORY, RICHARD",Hero,169,35,54,1890,0.089417989
ROSE II/SGT. BLUME,Hero,46,5,16,80,0.575
ROSE III/,Hero,14,2,9,18,0.777777778
ROSE IV/JACOB JAKE C,Hero,307,22,95,2090,0.146889952
"ROSE, HENRIETTA",Hero,33,5,14,70,0.471428571
"ROSE, JUSTICE",Hero,35,5,13,65,0.538461538
"ROSE, MICHKA",Hero,7,1,7,7,1
"ROSELLINI, ROBERTA",Hero,16,1,16,16,1
"ROSEN, WALTER",Hero,261,15,115,1725,0.151304348
"ROSENBERG, ANNIE",Hero,4,1,4,4,1
"ROSENTHAL, BERNIE",Hero,744,76,188,14288,0.052071669
ROSETTA STONE,Hero,26,2,16,32,0.8125
"ROSETTI, GABRIEL",Hero,74,11,34,374,0.197860963
"ROSS, COURTNEY",Hero,92,12,33,396,0.232323232
"ROSS, EVERETT KENNET",Hero,443,35,139,4865,0.091058582
"ROSS, GEN. THADDEUS",Hero,1770,213,338,71994,0.024585382
"ROSSI, COL. MICHAEL",Hero,125,14,76,1064,0.117481203
"ROSSIN, DR.",Hero,11,2,7,14,0.785714286
"ROTH, ARNIE",Hero,262,23,70,1610,0.162732919
"ROTH, DR. GERALD",Hero,27,3,11,33,0.818181818
ROTWRAP,Villain,13,1,13,13,1
ROUGHHOUSE,Hero,116,14,40,560,0.207142857
ROULETTE II/JENNY ST,Villain,299,17,87,1479,0.202163624
ROULETTE/DUDE JENSEN,Villain,8,2,5,10,0.8
"ROUSSEAU, ETIENNE",Hero,15,1,15,15,1
ROUST,Hero,86,9,46,414,0.207729469
"ROWEN, CARL",Hero,11,1,11,11,1
"ROWEN, MIKE",Hero,11,1,11,11,1
"ROYCE, JENNIE",Hero,198,24,61,1464,0.135245902
"ROYTON, RAYMOND",Hero,16,1,16,16,1
RU,Hero,12,1,12,12,1
"RUBINO, STEVE HEADSE",Hero,76,8,33,264,0.287878788
RUBY,Hero,159,13,76,988,0.160931174
RUCKUS,Villain,40,3,29,87,0.459770115
"RUDOLFO, PRINCE",Hero,55,8,24,192,0.286458333
"RUIZ, DR. BERNARDO",Hero,4,1,4,4,1
"RUIZ, RHYTHM",Hero,13,1,13,13,1
"RUIZ, RIGGER",Hero,376,21,123,2583,0.14556717
RUMOR/,Hero,16,1,16,16,1
"RUNCITER, GAIL",Hero,111,12,40,480,0.23125
RUNE,Hero,1,1,1,1,1
RUNNER,Hero,151,12,65,780,0.193589744
"RUSSELL, LISSA",Hero,156,38,28,1064,0.146616541
RUSSIAN,Villain,39,6,11,66,0.590909091
RY'LOR,Hero,12,1,12,12,1
"RYAN, THOMAS",Hero,58,4,31,124,0.467741935
"RYANS, JIM",Hero,3,1,3,3,1
"RYCHENKO, MAJ. VALEN",Hero,8,1,8,8,1
RYDER,Hero,32,5,10,50,0.64
"RYKER, GENERAL",Villain,51,7,12,84,0.607142857
"RYKER, HARLAN",Hero,76,8,27,216,0.351851852
"RYKER, LUCY",Hero,27,3,10,30,0.9
"RYKER, MAJOR SIMON",Hero,33,11,6,66,0.5
"RYKING, ALEXANDER",Hero,37,3,27,81,0.456790123
RYNDA,Hero,11,1,11,11,1
S'LAR,Hero,25,2,21,42,0.595238095
S'YM,Villain,451,35,140,4900,0.092040816
SA'TNEEN,Hero,63,3,25,75,0.84
"SABINI, JERRY THE WH",Hero,46,4,27,108,0.425925926
SABOTEUR/,Hero,16,1,16,16,1
SABRA/RUTH BAT-SERAP,Hero,496,23,229,5267,0.094171255
SABRE/,Hero,31,3,11,33,0.939393939
SABRETOOTH | MUTANT,Villain,34,3,21,63,0.53968254
SABRETOOTH/VICTOR CR,Villain,970,88,278,24464,0.039650098
SABU,Hero,14,1,14,14,1
"SABUKI, DR. SAM",Hero,30,3,13,39,0.769230769
SACK,Hero,53,3,30,90,0.588888889
SACRIFICER,Hero,48,4,16,64,0.75
"SAGE, HENRY",Hero,10,1,10,10,1
SAGITTARIUS II/,Villain,47,2,31,62,0.758064516
SAGITTARIUS/HARLAN V,Villain,226,12,87,1044,0.216475096
SAHREED,Hero,6,1,6,6,1
SAI/,Hero,24,2,15,30,0.8
SAINT ANNA,Hero,14,1,14,14,1
SAINT ELMO,Hero,12,1,12,12,1
"SAINT, AMANDA",Hero,13,6,3,18,0.722222222
"SAINT, JOHNNY",Hero,35,3,23,69,0.507246377
SAJA,Hero,2,1,2,2,1
SAKAA,Hero,14,1,14,14,1
SALLA,Hero,19,2,17,34,0.558823529
SALOME,Villain,35,8,11,88,0.397727273
SALTZ/,Hero,46,4,24,96,0.479166667
SALVO,Hero,43,3,27,81,0.530864198
SAMA-D,Hero,13,2,7,14,0.928571429
SAMEDAR,Hero,78,4,33,132,0.590909091
SAMHAIN,Hero,18,2,14,28,0.642857143
SAMMAEL,Hero,10,1,10,10,1
SAMSON,Hero,10,1,10,10,1
SAMUELS,Hero,76,11,14,154,0.493506494
SAMURAI STEEL/YOSHID,Hero,3,1,3,3,1
"SANADA, KONO",Hero,15,2,8,16,0.9375
"SANCHEZ, DET. LOUISA",Hero,3,1,3,3,1
SANCTION/AARON,Hero,21,2,13,26,0.807692308
SANCTITY/TANYA TRASK,Hero,37,5,20,100,0.37
"SANDERS, DET. NAPOLE",Hero,17,1,17,17,1
"SANDERS, MAC",Hero,15,1,15,15,1
"SANDHURST, VINCENT",Hero,59,5,41,205,0.287804878
SANDMAN DOPPELGANGER,Villain,26,2,15,30,0.866666667
SANDMAN/WILLIAM BAKE,Villain,1546,113,394,44522,0.034724406
"SANDOR, PROFESSOR IS",Hero,46,5,22,110,0.418181818
"SANDOVAL, DIEGO",Hero,33,3,13,39,0.846153846
"SANDOVAL, JULIANA",Hero,26,2,22,44,0.590909091
SANDSTORM/,Hero,2,1,2,2,1
SANDY,Hero,13,3,7,21,0.619047619
SANGRE/JULIA CONCEPC,Hero,11,1,11,11,1
SANGUINE,Hero,31,2,21,42,0.738095238
SANTA CLAUS/NICK ST.,Hero,18,3,14,42,0.428571429
"SANTINI, DR. JOSE",Hero,59,6,33,198,0.297979798
"SANTOS, JOSE",Hero,3,1,3,3,1
"SANTOS, MARIO",Hero,3,1,3,3,1
"SAPIR, HERSCHEL",Hero,11,1,11,11,1
SAPPER,Hero,56,5,27,135,0.414814815
SAPPHIRAS,Hero,130,5,44,220,0.590909091
"SAPRISTI, JERRY",Hero,328,26,97,2522,0.130055511
SARACEN,Hero,17,6,4,24,0.708333333
SARDAN,Hero,21,1,21,21,1
SARIEL,Hero,8,1,8,8,1
"SAROYAN, NEAL",Hero,89,9,43,387,0.22997416
SASQUATCH DOPPELGANG,Hero,303,5,126,630,0.480952381
SASQUATCH II,Hero,202,12,61,732,0.275956284
SASQUATCH | MUTANT X,Hero,16,1,16,16,1
SASQUATCH/WALTER LAN,Hero,2853,141,459,64719,0.044082881
SAT-YR-9,Villain,149,13,35,455,0.327472527
SATAN/MARDU KURIOS,Villain,189,32,55,1760,0.107386364
SATANA,Villain,39,12,17,204,0.191176471
SATANNISH,Villain,146,10,62,620,0.235483871
SATELLITE,Hero,18,1,18,18,1
SATHAN,Hero,18,1,18,18,1
"SATURNYNE, OPAL LUNA",Hero,187,9,67,603,0.310116086
SAUL,Villain,70,5,43,215,0.325581395
"SAUNDERS, DABNEY",Hero,19,1,19,19,1
"SAUNDERS, KRISTINE",Hero,65,10,22,220,0.295454545
SAURON/DR. KARL LYKO,Villain,512,33,157,5181,0.098822621
SAVAGE STEEL II/ARTH,Hero,48,4,29,116,0.413793103
SAVAGE STEEL/HARRY L,Hero,74,9,24,216,0.342592593
"SAVANNAH, LOU-ANN",Hero,35,6,16,96,0.364583333
"SAWYER, GENERAL SAMU",Hero,43,6,25,150,0.286666667
"SAWYER, RYAN",Hero,18,2,14,28,0.642857143
"SAXON, STARR",Hero,363,39,121,4719,0.076923077
SAYGE,Hero,69,10,33,330,0.209090909
SCALEFACE/,Villain,20,2,11,22,0.909090909
SCALPHUNTER,Villain,310,15,90,1350,0.22962963
SCANDIUM,Hero,54,2,39,78,0.692307692
"SCANLON, COMMANDER",Hero,26,3,14,42,0.619047619
SCANNER II,Villain,539,25,151,3775,0.142781457
SCANNER II/RHANLA,Villain,73,5,25,125,0.584
SCANNER/SKERA,Villain,63,8,26,208,0.302884615
SCAR THE STALKER/BRI,Hero,23,4,8,32,0.71875
SCARBO,Hero,17,2,14,28,0.607142857
SCARECROW II,Villain,31,6,18,108,0.287037037
SCARECROW/EBENEZER L,Villain,158,13,99,1287,0.122766123
"SCARFE, RAFAEL",Hero,312,36,100,3600,0.086666667
SCARLET BEETLE,Hero,7,3,3,9,0.777777778
SCARLET CENTURION,Hero,158,9,62,558,0.283154122
SCARLET SCARAB/DR. F,Hero,18,2,10,20,0.9
SCARLET WITCH DOPPEL,Hero,99,2,74,148,0.668918919
SCARLET WITCH/WANDA,Hero,10811,643,1363,876409,0.012335565
"SCARLOTTI, MICHAEL J",Hero,8,1,8,8,1
"SCARLOTTI, MRS.",Hero,8,1,8,8,1
"SCARPETTI, ALPHONSE",Hero,7,1,7,7,1
SCARUM/,Hero,44,2,26,52,0.846153846
SCATTERBRAIN,Hero,245,11,69,759,0.322793149
SCATTERSHOT/NATALIA,Hero,31,3,16,48,0.645833333
SCENE STEALER,Hero,17,2,11,22,0.772727273
"SCHEELE, STEPHANIE",Hero,8,1,8,8,1
SCHEMER/RICHARD FISK,Villain,468,44,111,4884,0.095823096
"SCHOENFELD, ELAINE",Hero,17,1,17,17,1
"SCHOOLCRAFT, DR. DEN",Hero,54,2,41,82,0.658536585
"SCHUYLER, DR. REBECC",Hero,11,1,11,11,1
"SCHWINNER, DR. ERIC",Hero,50,5,22,110,0.454545455
"SCICLUNA, MICHELE",Hero,26,2,18,36,0.722222222
SCIMITAR,Villain,24,4,14,56,0.428571429
SCINTILLA,Hero,18,1,18,18,1
SCOPE,Hero,2,1,2,2,1
SCORCH II,Villain,124,14,25,350,0.354285714
SCORCH/TOMMY NG,Villain,5,2,4,8,0.625
SCORCHER/,Hero,109,3,76,228,0.478070175
SCORPIA,Hero,31,2,22,44,0.704545455
SCORPIO II,Villain,35,2,22,44,0.795454545
SCORPIO III/MIKEL FU,Villain,33,3,25,75,0.44
SCORPIO IV,Villain,60,3,32,96,0.625
SCORPIO/JAKE FURY,Villain,145,12,52,624,0.232371795
SCORPION/MACDONALD G,Villain,303,28,136,3808,0.079569328
"SCOTT, JAKE",Hero,12,1,12,12,1
"SCOTT, PARIS",Hero,11,1,11,11,1
"SCOTT, PETER",Hero,36,3,22,66,0.545454545
SCOURGE,Hero,193,16,137,2192,0.088047445
SCOURGE II/,Hero,52,7,31,217,0.239631336
SCRAMBLER,Villain,196,9,83,747,0.262382865
SCRATCH,Hero,46,3,23,69,0.666666667
"SCRATCH, NICHOLAS",Hero,133,9,55,495,0.268686869
SCREAM,Villain,121,6,47,282,0.429078014
SCREAMING MIMI/MELIS,Villain,1518,78,433,33774,0.044945816
SCRIBE,Hero,63,4,27,108,0.583333333
SCRIER,Hero,40,6,20,120,0.333333333
SCRIER II/,Hero,162,15,44,660,0.245454545
SCRIER II/S. CRIER,Hero,32,3,21,63,0.507936508
SCRIER JR.,Hero,5,1,5,5,1
"SCRIPPS, LAHOYA",Hero,8,1,8,8,1
SCUZZ,Hero,29,6,5,30,0.966666667
SCYLLA,Hero,6,1,6,6,1
SCYTHE/,Hero,30,2,23,46,0.652173913
SEA LEOPARD,Hero,2,2,1,2,1
SEA URCHIN/JEREMY SW,Hero,37,4,27,108,0.342592593
SEA WITCH/BRIGIT O'H,Hero,79,7,15,105,0.752380952
SEAWEED MAN,Hero,8,2,6,12,0.666666667
"SEBASTIAN, MARISSA",Hero,45,3,24,72,0.625
"SEBASTIAN, MRS.",Hero,17,1,17,17,1
SECOND/ALECTO,Hero,7,1,7,7,1
SEDNA,Hero,16,2,11,22,0.727272727
SEEKER III,Hero,20,2,14,28,0.714285714
SEEKER/TARM,Hero,59,7,26,182,0.324175824
SEER,Hero,23,2,12,24,0.958333333
SEERESS,Hero,4,1,4,4,1
SEESHA,Hero,42,4,24,96,0.4375
SEETAH,Hero,7,2,5,10,0.7
"SEGAR, OWEN",Hero,21,2,13,26,0.807692308
SELENE,Hero,584,44,187,8228,0.070977151
SELENE | MUTANT X-VE,Hero,25,1,25,25,1
SEMIJAN,Hero,100,6,30,180,0.555555556
"SENNET, PAMELA",Hero,29,2,20,40,0.725
"SENREICH, GUNTHER",Hero,17,2,13,26,0.653846154
SENSATIONAL HYDRA/A,Hero,52,5,30,150,0.346666667
SENSO,Hero,20,2,12,24,0.833333333
SENTINELS,Villain,406,24,180,4320,0.093981481
SENTRY 459,Hero,104,15,48,720,0.144444444
SENTRY 571,Hero,12,1,12,12,1
SENTRY II/BOB REYNOL,Hero,19,2,15,30,0.633333333
SENTRY III,Hero,63,3,37,111,0.567567568
SENTRY IV/VAL,Hero,73,5,25,125,0.584
SENYAKA,Hero,131,5,67,335,0.391044776
"SENYAKA, TIA",Hero,23,3,9,27,0.851851852
SERAPH,Hero,14,1,14,14,1
SERESTUS,Hero,28,1,28,28,1
SERGEI,Hero,315,18,142,2556,0.123239437
SERPENTYNE,Hero,13,2,8,16,0.8125
SERSI | MUTANT X-VER,Hero,28,1,28,28,1
SERSI/SYLVIA,Hero,2632,143,589,84227,0.031248887
SERVITOR,Hero,47,4,22,88,0.534090909
SET,Villain,97,11,56,616,0.157467532
SETH,Villain,110,15,43,645,0.170542636
SETH II,Villain,315,24,80,1920,0.1640625
SETH III,Villain,31,2,20,40,0.775
"SEVERIN, MARIE",Hero,11,1,11,11,1
"SEVILLE, STACY",Hero,9,1,9,9,1
"SEWARD, ANNE",Hero,26,3,10,30,0.866666667
"SEWARD, DR. CHARLES",Hero,26,3,10,30,0.866666667
"SEWARD, ELISABETH",Hero,26,3,10,30,0.866666667
"SEWARD, JANE",Hero,26,3,10,30,0.866666667
SHA SHAN,Hero,399,35,135,4725,0.084444444
SHAARA,Hero,18,4,6,24,0.75
"SHAARA, MR.",Hero,12,1,12,12,1
"SHAARA, MRS.",Hero,12,1,12,12,1
"SHAARA, SANJIT",Hero,12,1,12,12,1
SHADES,Villain,53,6,18,108,0.490740741
SHADOW KING | MUTANT,Villain,15,1,15,15,1
SHADOW KING/AMAHL FA,Villain,343,21,130,2730,0.125641026
SHADOW QUEEN/SHIALMA,Hero,11,2,6,12,0.916666667
SHADOW-HAND/LI CHUN,Hero,7,1,7,7,1
SHADOWCASTER/,Hero,12,2,8,16,0.75
SHADOWCAT 2013,Hero,101,7,47,329,0.306990881
SHADOWCAT | MUTANT X,Hero,44,4,26,104,0.423076923
SHADOWCAT/KATHERINE,Hero,4997,329,731,240499,0.020777633
SHADOWKNIGHT/RANDALL,Villain,28,5,10,50,0.56
SHADOWOMAN/JILLIAN W,Hero,5,1,5,5,1
"SHAITAN, AL",Hero,17,2,13,26,0.653846154
SHAKATI,Hero,61,3,34,102,0.598039216
SHAKTI,Hero,64,5,24,120,0.533333333
SHALAK,Hero,11,1,11,11,1
SHALLA BAL,Hero,11,2,9,18,0.611111111
SHALLA BAL II,Hero,186,29,53,1537,0.121014964
SHAMAN II,Hero,31,4,21,84,0.369047619
SHAMAN III,Hero,4,1,4,4,1
SHAMAN | MUTANT X-VE,Hero,16,1,16,16,1
SHAMAN/MICHAEL TWOYO,Hero,2207,117,426,49842,0.044279925
SHAMROCK/MOLLY FITZG,Hero,311,7,168,1176,0.264455782
"SHANE, BRIDGIT",Hero,8,1,8,8,1
SHANG-CHI,Hero,915,174,128,22272,0.041082974
SHANGA,Hero,27,1,27,27,1
SHANNA/SHANNA O'HARA,Hero,872,113,290,32770,0.026609704
SHANZAR,Hero,69,6,32,192,0.359375
"SHAPANDER, KARIMA",Hero,12,1,12,12,1
SHAPE,Hero,316,17,99,1683,0.187759952
SHAPER OF WORLDS,Hero,66,11,30,330,0.2
SHARD,Hero,242,27,64,1728,0.140046296
SHARK/,Hero,17,2,16,32,0.53125
SHARKSKIN,Hero,1,1,1,1,1
"SHARP, TRINA",Hero,26,4,9,36,0.722222222
"SHARPE, ROSALINDE",Hero,233,22,110,2420,0.096280992
SHARYD/CONAL,Hero,19,3,8,24,0.791666667
SHATTERAX,Villain,155,8,68,544,0.284926471
SHATTERFIST/,Hero,117,3,84,252,0.464285714
SHATTERSTAR II/GAVEE,Hero,1116,61,234,14274,0.078184111
"SHAUNEGHANN, MICHAEL",Hero,67,4,33,132,0.507575758
"SHAW, ESAU",Hero,7,1,7,7,1
"SHAW, HIRAM",Hero,6,1,6,6,1
"SHAW, JACOB",Hero,7,1,7,7,1
"SHAW, MILDRED",Hero,2,1,2,2,1
"SHAW, OBADIAH",Hero,6,1,6,6,1
"SHAW, SAMARRA",Hero,23,2,15,30,0.766666667
"SHAW, SARAH",Hero,6,1,6,6,1
"SHAW, SHINOBI",Villain,175,11,109,1199,0.145954962
SHAZANA,Hero,17,2,15,30,0.566666667
SHE-CAT,Hero,22,1,22,22,1
SHE-HULK DOPPELGANGE,Hero,145,2,106,212,0.683962264
SHE-HULK/JENNIFER WA,Hero,6689,415,1092,453180,0.014760139
SHE-WOLF/PAULETTE BR,Hero,8,1,8,8,1
"SHEFFIELD, LEAH",Hero,27,1,27,27,1
"SHELDON, PHIL",Hero,65,5,49,245,0.265306122
SHELL/,Hero,12,1,12,12,1
SHELLSHOCK/,Hero,106,4,86,344,0.308139535
"SHEPPARD, JOAN ACE",Hero,7,1,7,7,1
"SHERIDAN, FLORENCE",Hero,34,3,25,75,0.453333333
"SHERIDAN, LEAH",Hero,18,2,13,26,0.692307692
"SHERIDAN, RICHARD RI",Hero,176,20,72,1440,0.122222222
"SHERIDAN, WILLIAM",Hero,34,3,25,75,0.453333333
"SHERMAN, GEN.",Hero,24,2,17,34,0.705882353
"SHIFFMAN, MAXIE",Hero,73,6,42,252,0.28968254
SHIGARU,Hero,16,1,16,16,1
SHIN,Hero,15,2,11,22,0.681818182
SHINAR,Hero,37,2,21,42,0.880952381
"SHINCHUKO, LOTUS",Hero,152,19,40,760,0.2
"SHINSKI, PROFESSOR W",Hero,150,15,69,1035,0.144927536
SHIP,Hero,419,24,186,4464,0.093862007
"SHIPPINSKY, MALIK",Hero,19,3,8,24,0.791666667
"SHIRE, DR. RANDALL",Hero,100,6,30,180,0.555555556
SHIVA,Hero,9,1,9,9,1
SHIVER MAN,Hero,18,2,14,28,0.642857143
SHOC/NEIL AIKEN,Hero,47,5,30,150,0.313333333
SHOCKER/HERMAN SCHUL,Villain,311,26,147,3822,0.08137101
SHOCKWAVE ROBOT,Villain,8,1,8,8,1
SHOCKWAVE/LANCASTER,Villain,203,14,110,1540,0.131818182
"SHOOTER, JIM",Hero,55,3,50,150,0.366666667
SHOOTING STAR,Hero,133,6,98,588,0.226190476
"SHORR, JACQUELINE",Hero,113,7,46,322,0.350931677
SHORT CIRCUIT/HENRY,Hero,28,2,18,36,0.777777778
SHOT/,Hero,12,1,12,12,1
SHOTGUN II/WALKER,Villain,36,6,8,48,0.75
SHOTGUN III/,Villain,51,3,28,84,0.607142857
SHOTGUN/ZEKE SALLING,Villain,29,2,25,50,0.58
SHREEVE,Hero,8,1,8,8,1
SHREW/MARILYN MAYCRO,Hero,43,3,21,63,0.682539683
SHRIEK/SANDRA DEEL/F,Villain,81,19,29,551,0.147005445
SHRILL/,Hero,34,3,14,42,0.80952381
SHRINE,Hero,7,1,7,7,1
SHROUD/MAXIMILLIAN Q,Hero,436,33,187,6171,0.070653055
SHULK,Hero,31,2,18,36,0.861111111
SHUMA-GORATH,Villain,11,3,5,15,0.733333333
SHYM'R,Hero,11,1,11,11,1
SIBERCAT/,Hero,34,2,21,42,0.80952381
SIBERION,Hero,31,3,16,48,0.645833333
SICKLE,Hero,29,2,20,40,0.725
SICKLE II/,Hero,46,7,10,70,0.657142857
SIDEWINDER/SETH VOEL,Villain,311,20,121,2420,0.128512397
SIEGE/JOHN KELLY,Hero,12,1,12,12,1
"SIEGEL, DR. AVRAM",Hero,36,5,18,90,0.4
SIF,Hero,2898,240,388,93120,0.031121134
SIFFROR,Hero,17,1,17,17,1
SIGMAR,Hero,22,3,12,36,0.611111111
SIGN/,Hero,33,2,18,36,0.916666667
SIGYN,Hero,184,14,54,756,0.243386243
SIINGARD,Hero,30,2,19,38,0.789473684
SIKORSKY,Hero,379,18,114,2052,0.184697856
"SIKORSKY, RAYMOND",Hero,363,26,154,4004,0.090659341
SILENCE/,Hero,31,3,11,33,0.939393939
SILENCER,Hero,7,1,7,7,1
SILENT ONE,Hero,46,4,23,92,0.5
SILHOUETTE,Hero,974,46,262,12052,0.080816462
SILICON/GERALD SIMMS,Hero,7,1,7,7,1
"SILVANI, VITTORIO",Hero,55,2,47,94,0.585106383
SILVER,Hero,181,9,61,549,0.329690346
SILVER DAGGER/ISAIAH,Hero,83,15,33,495,0.167676768
SILVER FOX II/ZORA D,Hero,54,6,21,126,0.428571429
SILVER FOX/BAYAN,Hero,11,2,6,12,0.916666667
SILVER II,Hero,39,1,39,39,1
SILVER SABLE,Villain,515,82,201,16482,0.031246208
SILVER SAMURAI/KENYU,Villain,369,32,196,6272,0.058832908
SILVER SCORPION/ELIS,Villain,159,10,54,540,0.294444444
SILVER SURFER DOPPEL,Hero,60,1,60,60,1
SILVER SURFER IMPOST,Hero,91,4,66,264,0.34469697
SILVER SURFER | MUTA,Hero,19,2,14,28,0.678571429
SILVER SURFER/NORRIN,Hero,3649,310,688,213280,0.017108965
SILVERCLAW/LA GARRA,Hero,225,11,111,1221,0.184275184
"SILVERCLOUD, SAM",Hero,12,2,6,12,1
SILVERMANE/SILVIO MA,Hero,384,33,155,5115,0.075073314
SIMBUS,Hero,41,2,26,52,0.788461538
"SIMMONS, ARCHIE",Hero,13,2,8,16,0.8125
"SIMMONS, RANDALL",Hero,18,1,18,18,1
"SIMON, ALEX FLORES",Hero,210,15,92,1380,0.152173913
"SIMON, FELIX",Hero,33,3,21,63,0.523809524
"SIMONSON, LOUISE",Hero,44,2,43,86,0.511627907
"SIMPSON, CRASH",Hero,14,2,11,22,0.636363636
"SIMS, EZEKIEL",Hero,18,4,7,28,0.642857143
SIN-EATER/STAN CARTE,Villain,63,8,27,216,0.291666667
"SINCLAIR, MORGAN",Hero,61,7,13,91,0.67032967
SINEW/,Hero,101,3,55,165,0.612121212
SINGER,Hero,75,4,37,148,0.506756757
"SINGER, MERLE",Hero,4,1,4,4,1
"SINGH, DR.",Hero,22,1,22,22,1
SINTARIIS,Hero,21,1,21,21,1
SIR,Hero,40,6,21,126,0.317460317
SIR BENEDICT,Hero,29,3,13,39,0.743589744
SIROCCO,Hero,28,3,10,30,0.933333333
SIRYN/THERESA ROURKE,Hero,1694,105,380,39900,0.04245614
SISTER AGONY,Hero,119,9,36,324,0.367283951
SISTER CHLOE,Hero,42,2,32,64,0.65625
SISTER DEATH,Hero,105,8,28,224,0.46875
SISTER DREAM,Hero,105,8,28,224,0.46875
SISTER KATRINA,Hero,6,1,6,6,1
SISTER MARIA,Hero,9,1,9,9,1
SISTER NIL,Hero,37,8,14,112,0.330357143
SISTER PERPETUA,Hero,13,2,9,18,0.722222222
SISTER PLEASURE/SCAR,Hero,129,11,37,407,0.316953317
